mes,carrera,semestre,curso,actividades,año,fecha,periodo_academico,ciclo_lectivo,estudiante_id,profesor_id,monitor_id
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,4D26A68159AE,PROF_CB99,MON_266E
Agosto,Mercadeo,5,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,BACE8F96A2AC,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,D4E55814D7A0,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,7714B6326219,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,B757A49998AF,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,88D7D0B37AD4,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,A2FB53AA5CD0,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,C85FD786CEF7,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,3,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,3ACF52FA6026,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,2,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,9F47A8D17C87,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,5350F30432DD,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,12AB618EA5D2,PROF_CB99,MON_266E
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Simulador Competencia Perfecta,2024,2024-08-01,2,2024-2,BAA1D3E3B4F2,PROF_CB99,MON_266E
Agosto,Economía,6,Sin Información,Uso del Espacio,2024,2024-08-01,2,2024-2,19B6917D39FC,PROF_66BB,MON_66BB
Agosto,Economía,7,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,F48FBC570A31,PROF_66BB,MON_66BB
Agosto,Economía,7,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,B951F1B336E2,PROF_66BB,MON_66BB
Agosto,Economía,8,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,23D082321F98,PROF_66BB,MON_66BB
Agosto,Economía,8,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,584EE91D1D4F,PROF_66BB,MON_66BB
Agosto,Economía,7,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,4D09D53E4EBB,PROF_66BB,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,F548FEE932C2,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,874D0557807B,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,FF3F26C64276,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,A701A0F0571D,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,FC3A0933D255,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,B1B696D2A783,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,2ACA558DCC47,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,171853D48B1A,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,AAC99EB7EC20,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,8DC05C7B3E1B,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,2C29B2EA0992,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,371DE28C0140,PROF_B278,MON_66BB
Agosto,Economía,7,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,B951F1B336E2,PROF_66BB,MON_66BB
Agosto,Economía,7,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,F48FBC570A31,PROF_66BB,MON_66BB
Agosto,Economía,6,Sin Información,Uso del Espacio,2024,2024-08-01,2,2024-2,19B6917D39FC,PROF_66BB,MON_66BB
Agosto,Economía,8,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,23D082321F98,PROF_66BB,MON_66BB
Agosto,Economía,7,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,4D09D53E4EBB,PROF_66BB,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,4DF096DE0F94,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,F548FEE932C2,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,874D0557807B,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,FF3F26C64276,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,A701A0F0571D,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,FC3A0933D255,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,B1B696D2A783,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,2ACA558DCC47,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,171853D48B1A,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,AAC99EB7EC20,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,8DC05C7B3E1B,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,2C29B2EA0992,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,371DE28C0140,PROF_B278,MON_66BB
Agosto,Mba,0,Entorno Económico,Simulador Econland,2024,2024-08-01,2,2024-2,4DF096DE0F94,PROF_B278,MON_66BB
Agosto,Economía,8,Econometría II,Capacitación STATA,2024,2024-08-01,2,2024-2,584EE91D1D4F,PROF_66BB,MON_66BB
Agosto,Economía,7,Econometría II,Capacitación STATA,2024,2024-08-01,2,2024-2,B951F1B336E2,PROF_66BB,MON_66BB
Agosto,Economía,8,Econometría II,Capacitación STATA,2024,2024-08-01,2,2024-2,23D082321F98,PROF_66BB,MON_66BB
Agosto,Economía,7,Econometría II,Capacitación STATA,2024,2024-08-01,2,2024-2,4D09D53E4EBB,PROF_66BB,MON_66BB
Agosto,Economía,7,Econometría II,Capacitación STATA,2024,2024-08-01,2,2024-2,F48FBC570A31,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,366166CF3456,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,8F13B01FC78C,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,B6A8B1BC50F2,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,1630A91454F2,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,19224E00AA67,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,1220264500A6,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,AA9386DCBA13,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,584D11D845AF,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,4D069CEBDC02,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,7D246B696503,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,38433F36D0DE,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,6074902472C0,PROF_66BB,MON_66BB
Agosto,Maestría En Restauración Ecológica,0,Dimensión Económica de la Restauración Ecológica,Simulador Tragedia de los Comunes,2024,2024-08-01,2,2024-2,C964CB969398,PROF_66BB,MON_66BB
Agosto,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,D479D757310B,PROF_09A5,MON_66BB
Agosto,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,B127EA727191,PROF_09A5,MON_66BB
Agosto,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,1503F15AAAF5,PROF_09A5,MON_66BB
Agosto,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,3129D529CCD3,PROF_09A5,MON_66BB
Agosto,Ingeniería De Sistemas,11,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,8CC2AE18FF09,PROF_09A5,MON_66BB
Agosto,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,14630BD8C0CE,PROF_09A5,MON_66BB
Agosto,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,2974C1014A1A,PROF_09A5,MON_66BB
Agosto,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,1206BAE0C6AB,PROF_09A5,MON_66BB
Agosto,Finanzas,8,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,9F61FBA59EB4,PROF_09A5,MON_66BB
Agosto,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,23CA2E8BC141,PROF_09A5,MON_66BB
Agosto,Economía,7,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,B951F1B336E2,PROF_66BB,MON_66BB
Agosto,Economía,7,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,F48FBC570A31,PROF_66BB,MON_66BB
Agosto,Economía,6,Sin Información,Uso del Espacio,2024,2024-08-01,2,2024-2,19B6917D39FC,PROF_66BB,MON_66BB
Agosto,Economía,8,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,23D082321F98,PROF_66BB,MON_66BB
Agosto,Economía,7,Econometría II,Monitoría,2024,2024-08-01,2,2024-2,4D09D53E4EBB,PROF_66BB,MON_66BB
Agosto,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,D479D757310B,PROF_09A5,MON_66BB
Agosto,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,B127EA727191,PROF_09A5,MON_66BB
Agosto,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,1503F15AAAF5,PROF_09A5,MON_66BB
Agosto,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,3129D529CCD3,PROF_09A5,MON_66BB
Agosto,Ingeniería De Sistemas,11,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,8CC2AE18FF09,PROF_09A5,MON_66BB
Agosto,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,14630BD8C0CE,PROF_09A5,MON_66BB
Agosto,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,2974C1014A1A,PROF_09A5,MON_66BB
Agosto,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,1206BAE0C6AB,PROF_09A5,MON_66BB
Agosto,Finanzas,8,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,9F61FBA59EB4,PROF_09A5,MON_66BB
Agosto,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-08-01,2,2024-2,23CA2E8BC141,PROF_09A5,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Power BI,2024,2024-08-01,2,2024-2,8611D58297BF,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Power BI,2024,2024-08-01,2,2024-2,F8E1AFC8F5BE,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Power BI,2024,2024-08-01,2,2024-2,AE7EBF343B88,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Power BI,2024,2024-08-01,2,2024-2,66E934A16CDE,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Power BI,2024,2024-08-01,2,2024-2,087914D20BDB,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Power BI,2024,2024-08-01,2,2024-2,8611D58297BF,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Power BI,2024,2024-08-01,2,2024-2,F8E1AFC8F5BE,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Power BI,2024,2024-08-01,2,2024-2,AE7EBF343B88,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Power BI,2024,2024-08-01,2,2024-2,66E934A16CDE,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Power BI,2024,2024-08-01,2,2024-2,087914D20BDB,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Excel,2024,2024-08-01,2,2024-2,8611D58297BF,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Excel,2024,2024-08-01,2,2024-2,F8E1AFC8F5BE,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Excel,2024,2024-08-01,2,2024-2,AE7EBF343B88,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Excel,2024,2024-08-01,2,2024-2,66E934A16CDE,PROF_66BB,MON_66BB
Agosto,Cali Visible,0,Sin Información,Capacitación Excel,2024,2024-08-01,2,2024-2,087914D20BDB,PROF_66BB,MON_66BB
Agosto,Economía,2,Microeconomía I,Monitoría,2024,2024-08-01,2,2024-2,3DACBE4ABA4F,PROF_66BB,MON_8C0F
Agosto,Economía,2,Microeconomía I,Monitoría,2024,2024-08-01,2,2024-2,3DACBE4ABA4F,PROF_66BB,MON_266E
Agosto,Economía,2,Microeconomía I,Monitoría,2024,2024-08-01,2,2024-2,96BD5194B655,PROF_66BB,MON_FA9C
Agosto,Administración De Empresas,4,Microeconomía I,Monitoría,2024,2024-08-01,2,2024-2,C72F7614577D,PROF_66BB,MON_266E
Agosto,Economía,2,Microeconomía I,Monitoría,2024,2024-08-01,2,2024-2,96BD5194B655,PROF_66BB,MON_FA9C
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-08-01,2,2024-2,99A74B6701B4,PROF_66BB,MON_266E
Agosto,Mercadeo,4,Microeconomía I,Monitoría,2024,2024-08-01,2,2024-2,821D3DEFA038,PROF_66BB,MON_98ED
Agosto,Mercadeo,5,Microeconomía I,Monitoría,2024,2024-08-01,2,2024-2,21B7BEBD6D00,PROF_66BB,MON_98ED
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-08-01,2,2024-2,99A74B6701B4,PROF_66BB,MON_98ED
Agosto,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-08-01,2,2024-2,99A74B6701B4,PROF_66BB,MON_FA9C
Agosto,Administración De Empresas,3,Microeconomía I,Monitoría,2024,2024-08-01,2,2024-2,1BFE7B6A9A09,PROF_66BB,MON_98ED
Septiembre,Economía,3,Microeconomía II,Monitoría,2024,2024-09-01,2,2024-2,B1B65A9162BA,PROF_66BB,MON_FA9C
Septiembre,Economía,3,Microeconomía II,Monitoría,2024,2024-09-01,2,2024-2,B1B65A9162BA,PROF_66BB,MON_FA9C
Septiembre,Cali Visible,0,Sin Información,Capacitación Excel,2024,2024-09-01,2,2024-2,8611D58297BF,PROF_66BB,MON_66BB
Septiembre,Cali Visible,0,Sin Información,Capacitación Excel,2024,2024-09-01,2,2024-2,F8E1AFC8F5BE,PROF_66BB,MON_66BB
Septiembre,Cali Visible,0,Sin Información,Capacitación Excel,2024,2024-09-01,2,2024-2,AE7EBF343B88,PROF_66BB,MON_66BB
Septiembre,Cali Visible,0,Sin Información,Capacitación Excel,2024,2024-09-01,2,2024-2,66E934A16CDE,PROF_66BB,MON_66BB
Septiembre,Cali Visible,0,Sin Información,Capacitación Excel,2024,2024-09-01,2,2024-2,087914D20BDB,PROF_66BB,MON_66BB
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,CB201FAFFC48,PROF_9231,MON_266E
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,0F6B96C9D580,PROF_9231,MON_266E
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,C2C585131906,PROF_9231,MON_266E
Septiembre,Mercadeo,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,630A0A68D4DD,PROF_9231,MON_266E
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,8AA687EED89F,PROF_9231,MON_266E
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,CBCAB29A03ED,PROF_9231,MON_266E
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,AF27ACDA2A53,PROF_9231,MON_266E
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,99A74B6701B4,PROF_9231,MON_266E
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,D83971182C0B,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,3F795B53E932,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,99F692493FB4,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,90FDC7788C0F,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,D3A441D6C05D,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,D281AA8EC3F6,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,91851B1A0E34,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,F101D251CEE3,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,5017AF10AB98,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,6B2E965E121F,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,F328AFA0BB9F,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,EBD9A0458EF0,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,5E98201C94C6,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,77BBB0720542,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,748B02A98B08,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,BA33B82BB4C5,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,6AF44D41A751,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,4CF91E90A862,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,897A4785B5BF,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,CBD93EF6E1AB,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,BA4FFF38941C,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,A4BA8C4035E7,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,956B9E9F9CE2,PROF_9231,MON_FA9C
Septiembre,Economía,6,Sin Información,Monitoría,2024,2024-09-01,2,2024-2,19B6917D39FC,PROF_66BB,MON_66BB
Septiembre,Economía,7,Econometría II,Monitoría,2024,2024-09-01,2,2024-2,F48FBC570A31,PROF_66BB,MON_3CF2
Septiembre,Economía,7,Econometría II,Monitoría,2024,2024-09-01,2,2024-2,B951F1B336E2,PROF_66BB,MON_3CF2
Septiembre,Economía,8,Econometría II,Monitoría,2024,2024-09-01,2,2024-2,23D082321F98,PROF_66BB,MON_3CF2
Septiembre,Economía,8,Econometría II,Monitoría,2024,2024-09-01,2,2024-2,584EE91D1D4F,PROF_66BB,MON_3CF2
Septiembre,Economía,7,Econometría II,Monitoría,2024,2024-09-01,2,2024-2,4D09D53E4EBB,PROF_66BB,MON_3CF2
Septiembre,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-09-01,2,2024-2,D479D757310B,PROF_09A5,MON_66BB
Septiembre,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-09-01,2,2024-2,B127EA727191,PROF_09A5,MON_66BB
Septiembre,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-09-01,2,2024-2,1503F15AAAF5,PROF_09A5,MON_66BB
Septiembre,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-09-01,2,2024-2,3129D529CCD3,PROF_09A5,MON_66BB
Septiembre,Ingeniería De Sistemas,11,Econometría Financiera,Uso del Espacio,2024,2024-09-01,2,2024-2,8CC2AE18FF09,PROF_09A5,MON_66BB
Septiembre,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-09-01,2,2024-2,14630BD8C0CE,PROF_09A5,MON_66BB
Septiembre,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-09-01,2,2024-2,2974C1014A1A,PROF_09A5,MON_66BB
Septiembre,Finanzas,7,Econometría Financiera,Uso del Espacio,2024,2024-09-01,2,2024-2,1206BAE0C6AB,PROF_09A5,MON_66BB
Septiembre,Finanzas,8,Econometría Financiera,Uso del Espacio,2024,2024-09-01,2,2024-2,9F61FBA59EB4,PROF_09A5,MON_66BB
Septiembre,Finanzas,6,Econometría Financiera,Uso del Espacio,2024,2024-09-01,2,2024-2,23CA2E8BC141,PROF_09A5,MON_66BB
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,9F26B783E812,PROF_9231,MON_FA9C
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,68CD3F77A3E1,PROF_9231,MON_FA9C
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,1EB9E98C2B8E,PROF_9231,MON_FA9C
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,5144BC3A537F,PROF_9231,MON_FA9C
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,B8F876D92AA8,PROF_9231,MON_FA9C
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,405E765434FD,PROF_9231,MON_FA9C
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,76D7576C13AC,PROF_9231,MON_FA9C
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,08EC3BC8157A,PROF_9231,MON_FA9C
Septiembre,Negocios Internacionales,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,967C194502AC,PROF_9231,MON_FA9C
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,2F97D831816C,PROF_9231,MON_FA9C
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,B5144C4C4DBB,PROF_9231,MON_FA9C
Septiembre,Administración De Empresas,1,Introducción a la Ciencia Económica,Monitoría,2024,2024-09-01,2,2024-2,0757B9C9A010,PROF_9231,MON_FA9C
